Pedido,Cliente,NoCliente,Creacion,FechaPedido,Estatus,Total,Vendedor,Codigo,Descripcion,Categoria,Cantidad,Precio,Sucursal,Credito,DireccionCliente,Comentarios,Peso,Facturación,Pendiente,OC,VendedorAsignado
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,QUI30,,QUIMICOS,100.000000,7.73000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,100.000000,,
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,JAR76,,JARCIERIA,50.000000,23.80000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,50.000000,,
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,JAR67,,JARCIERIA,6.000000,22.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,6.000000,,
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,JAR74,,JARCIERIA-> ,200.000000,9.90000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,200.000000,,
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,JAR79,,JARCIERIA,10.000000,37.40000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,10.000000,,
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,QUI23,,QUIMICOS-> ,12.000000,80.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,12.000000,,
1038,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,05/10/2023,04/07/2023,Activo,21296.6700,YOLANDA RAMIREZ ,JAR43,,JARCIERIA,400.000000,11.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE FINANZAS Y ADMINISTRACION INVITACION: 207871,0,05/10/2023,400.000000,,
1111,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,29/08/2023,25/07/2023,Activo,7659.4800,YOLANDA RAMIREZ ,QUI78,,QUIMICOS,85.000000,13.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE SEGURIDAD PUBLICA INVITACION: 187582,0,29/08/2023,85.000000,,
1111,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,29/08/2023,25/07/2023,Activo,7659.4800,YOLANDA RAMIREZ ,JAR5,,JARCIERIA,30.000000,96.60000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE SEGURIDAD PUBLICA INVITACION: 187582,0,29/08/2023,30.000000,,
1111,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,29/08/2023,25/07/2023,Activo,7659.4800,YOLANDA RAMIREZ ,QUI34,,QUIMICOS-> ,100.000000,26.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE SEGURIDAD PUBLICA INVITACION: 187582,0,29/08/2023,100.000000,,
1139,KS TINAS SOL MEX,1228,27/07/2023,27/07/2023,Activo,3091.4000,YOLANDA RAMIREZ ,EPP5,,EPP,30.000000,23.00000000,Matriz,0.0000,Col. . - Aguascalientes - Aguascalientes,,0,,30.000000,,
1139,KS TINAS SOL MEX,1228,27/07/2023,27/07/2023,Activo,3091.4000,YOLANDA RAMIREZ ,EPP28,,EPP,30.000000,45.00000000,Matriz,0.0000,Col. . - Aguascalientes - Aguascalientes,,0,,30.000000,,
1139,KS TINAS SOL MEX,1228,27/07/2023,27/07/2023,Activo,3091.4000,YOLANDA RAMIREZ ,EPP18,,EPP-> ,10.000000,26.50000000,Matriz,0.0000,Col. . - Aguascalientes - Aguascalientes,,0,,10.000000,,
1139,KS TINAS SOL MEX,1228,27/07/2023,27/07/2023,Activo,3091.4000,YOLANDA RAMIREZ ,EPP8,,EPP,30.000000,12.00000000,Matriz,0.0000,Col. . - Aguascalientes - Aguascalientes,,0,,30.000000,,
1189,COMISION ESTATAL DEL AGUA DE GUANAJUATO,1084,17/08/2023,17/08/2023,Activo,371.2000,YOLANDA RAMIREZ ,LTX-G,,CURACION,1.000000,320.00000000,Matriz,0.0000,Col. LOS ALCALDES - Guanajuato - Guanajuato,INVITACIÓN: 211070,0,29/08/2023,1.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,EPP20,,EPP-> ,5.000000,26.50000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,5.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,UNI3,,UNIFORMES,1.000000,325.00000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,1.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,EPP5,,EPP,5.000000,22.15000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,5.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,JAR74,,JARCIERIA-> ,2.000000,16.00000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,2.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,JAR33,,JARCIERIA,2.000000,21.70000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,2.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,JAR32,,JARCIERIA,2.000000,21.00000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,2.000000,,
1241,SOLUCIONES A LA ORDEN DE MEXICO,1281,31/08/2023,31/08/2023,Activo,1172.3500,YOLANDA RAMIREZ ,UNI4,,UNIFORMES,1.000000,325.00000000,Matriz,0.0000,Col. Tabachines - Irapuato - Guanajuato,PPT,0,,1.000000,,
1264,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,1007,01/09/2023,01/09/2023,Activo,2026.7500,YOLANDA RAMIREZ ,JAR78,,JARCIERIA,30.000000,29.34000000,Matriz,0.0000,"Col. Col.  Cd. Industrial Santa Fe, Puerto Interior - Silao - Guanajuato",CONALEP LEON || 211980,0,26/09/2023,30.000000,,
1264,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,1007,01/09/2023,01/09/2023,Activo,2026.7500,YOLANDA RAMIREZ ,BN60,,BOLSA,30.000000,28.90000000,Matriz,0.0000,"Col. Col.  Cd. Industrial Santa Fe, Puerto Interior - Silao - Guanajuato",CONALEP LEON || 211980,0,26/09/2023,30.000000,,
1268,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,01/09/2023,01/09/2023,Activo,842.1600,YOLANDA RAMIREZ ,JAR67,,JARCIERIA,30.000000,24.20000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,"SECRETARIA DE INFRAESTRUCTURA, CONECTIVIDAD Y MOVILIDAD INVITACION: 211473",0,13/09/2023,30.000000,,
1273,UNIVERSIDAD TECNOLOGICA DEL NORTE DE GUANAJUATO,1301,01/09/2023,01/09/2023,Activo,8271.1900,YOLANDA RAMIREZ ,HIG20,,HIGIENICOS,21.000000,339.54000000,Matriz,0.0000,Col. Fracc. Universidad - Dolores Hidalgo Cuna de la Independencia Nacional - Guanajuato,UNIVERSIDAD TECNOLOGICA DEL NORTE DE GUANAJUATO INVITACION: 211574,0,18/12/2023,21.000000,,
1289,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,04/09/2023,04/09/2023,Activo,4043.7600,YOLANDA RAMIREZ ,JAR78,,JARCIERIA,120.000000,29.05000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,"SECRETARIA DE INFRAESTRUCTURA, CONECTIVIDAD Y MOVILIDAD invitacion: 211538",0,13/09/2023,120.000000,,
1291,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,1007,03/10/2023,06/09/2023,Activo,716.8800,YOLANDA RAMIREZ ,JAR14,,JARCIERIA,10.000000,17.60000000,Matriz,0.0000,"Col. Col.  Cd. Industrial Santa Fe, Puerto Interior - Silao - Guanajuato",CONALEP PUERTO INTERIOR  INVITACION: 212148,0,19/10/2023,10.000000,,
1291,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,1007,03/10/2023,06/09/2023,Activo,716.8800,YOLANDA RAMIREZ ,JAR67,,JARCIERIA,10.000000,24.20000000,Matriz,0.0000,"Col. Col.  Cd. Industrial Santa Fe, Puerto Interior - Silao - Guanajuato",CONALEP PUERTO INTERIOR  INVITACION: 212148,0,19/10/2023,10.000000,,
1291,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,1007,03/10/2023,06/09/2023,Activo,716.8800,YOLANDA RAMIREZ ,JAR2,ATOMIZADOR DE PLASTICO USO RUDO 1 LT,JARCIERIA,10.000000,20.00000000,Matriz,0.0000,"Col. Col.  Cd. Industrial Santa Fe, Puerto Interior - Silao - Guanajuato",CONALEP PUERTO INTERIOR  INVITACION: 212148,0,19/10/2023,10.000000,,
1304,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,07/09/2023,07/09/2023,Activo,2647.7000,YOLANDA RAMIREZ ,JAR74,,JARCIERIA-> ,45.000000,9.90000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE DESARROLLO ECONOMICO SUSTENTABLE INVITACION: 212156,0,19/09/2023,0.000000,,
1304,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,07/09/2023,07/09/2023,Activo,2647.7000,YOLANDA RAMIREZ ,JAR67,,JARCIERIA,15.000000,24.20000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE DESARROLLO ECONOMICO SUSTENTABLE INVITACION: 212156,0,19/09/2023,0.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,EQ9,,EQUIPO,30.000000,203.85000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,30.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,JAR2,ATOMIZADOR DE PLASTICO USO RUDO 1 LT,JARCIERIA,14.000000,20.00000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,14.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,JAR78,,JARCIERIA,404.000000,29.05000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,404.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,BN90,,BOLSA,200.000000,29.50000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,200.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,JAR79,,JARCIERIA,20.000000,37.40000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,60.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,JAR79,,JARCIERIA,60.000000,37.40000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,60.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,JAR21,,JARCIERIA,45.000000,30.24000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,45.000000,,
1315,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,1198,11/09/2023,11/09/2023,Activo,35494.7200,YOLANDA RAMIREZ ,JAR22,,JARCIERIA,60.000000,30.24000000,Matriz,0.0000,Col. Yerbabuena - Guanajuato - Guanajuato,INVITACION: 211867,0,05/10/2023,60.000000,,
1316,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,1007,12/09/2023,12/09/2023,Activo,1294.5600,YOLANDA RAMIREZ ,JAR22,,JARCIERIA,36.000000,31.00000000,Matriz,0.0000,"Col. Col.  Cd. Industrial Santa Fe, Puerto Interior - Silao - Guanajuato",CONALEP CORTAZAR INVITACION: 212246,0,27/11/2023,36.000000,,
1321,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,13/09/2023,13/09/2023,Activo,2197.1300,YOLANDA RAMIREZ ,QUI64,,QUIMICOS,50.000000,12.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,OFICINA DEL C. SECRETARIO PARTICULAR  INVITACION: 211775,0,19/09/2023,0.000000,,
1321,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,13/09/2023,13/09/2023,Activo,2197.1300,YOLANDA RAMIREZ ,QUI70,,QUIMICOS,24.000000,53.92000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,OFICINA DEL C. SECRETARIO PARTICULAR  INVITACION: 211775,0,19/09/2023,24.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,QUI55,,QUIMICOS,50.000000,9.80172000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,50.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,LV,,QUIMICOS,24.000000,10.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,24.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,QUI64,,QUIMICOS,60.000000,13.50000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,60.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,EQ9,,EQUIPO,5.000000,203.85000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,5.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,JAR47,,JARCIERIA,20.000000,12.50000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,20.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,QUI78,,QUIMICOS,15.000000,68.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,15.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,QUI68,,QUIMICOS-> ,300.000000,2.80000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,150.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,QUI68,,QUIMICOS-> ,150.000000,2.80000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,150.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,QUI23,,QUIMICOS-> ,400.000000,10.88940000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,400.000000,,
1329,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,14/09/2023,14/09/2023,Activo,24319.7600,Carmen Irianda ,JAR79,,JARCIERIA,60.000000,37.40000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,INVITACION 211585,0,10/10/2023,60.000000,,
1344,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,01/11/2023,24/09/2023,Activo,4428.4900,YOLANDA RAMIREZ ,JAR48,,JARCIERIA,40.000000,0.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE DESARROLLO AGROPECUARIO INVITACIÓN: 212349,0,01/11/2023,40.000000,,
1344,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,01/11/2023,24/09/2023,Activo,4428.4900,YOLANDA RAMIREZ ,LV,,QUIMICOS,30.000000,0.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE DESARROLLO AGROPECUARIO INVITACIÓN: 212349,0,01/11/2023,30.000000,,
1344,GOBIERNO DEL ESTADO DE GUANAJUATO,1004,01/11/2023,24/09/2023,Activo,4428.4900,YOLANDA RAMIREZ ,QUI65,,QUIMICOS,30.000000,0.00000000,Matriz,0.0000,Col. GUANAJUATO CENTRO - Guanajuato - Guanajuato,SECRETARIA DE DESARROLLO AGROPECUARIO INVITACIÓN: 212349,0,01/11/2023,30.000000,,
